source,target,amount,label
347,21,1,0
585,21,1,0
40,21,1,0
7603,21,1,0
48,21,1,0
39,21,1,0
580,21,1,0
254,21,1,0
579,21,1,0
130,21,1,0
1004,21,1,0
669,21,1,0
2520,21,1,0
2486,21,1,0
534,21,1,0
42,21,1,0
7552,21,1,0
235,21,1,0
99,21,1,0
21,25,10,0
21,41,10,0
21,85,6,0
21,205,5,0
21,266,5,0
21,329,5,0
21,277,4,0
21,157,4,0
21,110,4,0
21,274,4,0
21,51,4,0
21,45,4,0
21,916,4,0
21,30,3,0
21,295,3,0
21,362,3,0
21,52,3,0
21,62,3,0
21,738,3,0
21,1297,3,0
21,201,3,0
21,37,3,0
21,77,2,0
21,137,2,0
21,5342,2,0
21,1152,2,0
21,90,2,0
21,83,2,0
21,100,2,0
21,798,2,0
21,1307,2,0
21,181,2,0
21,47,1,0
21,700,1,0
21,748,1,0
21,89,1,0
21,563,1,0
21,878,1,0
21,33,1,0
21,319,1,0
21,71,1,0
21,197,1,0
21,530,1,0
21,225,1,0
21,509,1,0
21,621,1,0
21,185,1,0
21,360,1,0
21,961,1,0
21,1298,1,0
21,78,1,0
21,2759,1,0
21,348,1,0
21,264,1,0
21,956,1,0
21,552,1,0
21,22,1,0
21,522,1,0
21,70,1,0
21,393,1,0
21,1986,1,0
21,361,1,0
21,145,1,0
21,347,1,0
21,585,1,0
21,946,1,0
21,7603,1,1
21,48,1,0
21,580,1,0
21,28,1,0
21,579,1,0
21,1004,1,0
21,669,1,0
21,2520,1,0
21,2486,1,0
21,534,1,0
21,42,1,0
21,7552,1,0
21,235,1,0
21,99,1,0
47,22,8,0
159,22,7,0
24,22,6,0
31,22,5,0
44,22,5,0
7603,22,5,0
203,22,4,0
26,22,4,0
210,22,4,0
165,22,3,0
641,22,3,0
196,22,3,0
124,22,3,0
306,22,3,0
135,22,3,0
108,22,3,0
1023,22,3,0
7565,22,3,0
1638,22,3,0
90,22,3,0
131,22,2,0
369,22,2,0
2317,22,2,0
61,22,2,0
73,22,2,0
7518,22,2,0
2239,22,2,0
106,22,2,0
123,22,2,0
589,22,2,0
40,22,2,0
681,22,2,0
683,22,2,0
735,22,2,0
42,22,2,0
39,22,2,0
851,22,2,0
152,22,2,0
1132,22,2,0
140,22,2,0
295,22,1,0
191,22,1,0
2336,22,1,0
253,22,1,0
3134,22,1,0
703,22,1,0
491,22,1,0
2310,22,1,0
179,22,1,0
145,22,1,0
7555,22,1,0
396,22,1,0
205,22,1,0
122,22,1,0
103,22,1,0
487,22,1,0
347,22,1,0
150,22,1,0
38,22,1,0
259,22,1,0
1285,22,1,0
2171,22,1,0
70,22,1,0
1301,22,1,0
117,22,1,0
257,22,1,0
255,22,1,0
1258,22,1,0
1295,22,1,0
685,22,1,0
51,22,1,0
2159,22,1,0
156,22,1,0
1736,22,1,0
2817,22,1,0
67,22,1,0
346,22,1,0
933,22,1,0
7563,22,1,0
2773,22,1,0
284,22,1,0
869,22,1,0
1278,22,1,0
2638,22,1,0
2079,22,1,0
452,22,1,0
75,22,1,0
539,22,1,0
2119,22,1,0
613,22,1,0
7579,22,1,0
170,22,2,0
22,47,8,0
22,23,8,0
22,159,7,0
22,302,6,0
22,99,6,0
22,70,6,0
22,24,6,0
22,39,6,0
22,37,5,0
22,1113,5,0
22,203,5,0
22,342,4,0
22,196,4,0
22,165,4,0
22,145,4,0
22,38,4,0
22,306,4,0
22,123,4,0
22,272,4,0
22,35,4,0
22,135,4,0
22,108,4,0
22,90,4,0
22,44,4,0
22,210,4,0
22,641,3,0
22,188,3,0
22,185,3,0
22,66,3,0
22,1023,3,0
22,681,3,0
22,284,3,0
22,626,3,0
22,26,3,0
22,561,2,0
22,369,2,0
22,2317,2,0
22,61,2,0
22,179,2,0
22,31,2,0
22,73,2,0
22,64,2,0
22,7518,2,0
22,122,2,0
22,2239,2,0
22,103,2,0
22,150,2,0
22,106,2,0
22,189,2,0
22,802,2,0
22,133,2,0
22,117,2,0
22,589,2,0
22,685,2,0
22,51,2,0
22,683,2,0
22,101,2,0
22,40,2,0
22,42,2,0
22,851,2,0
22,1132,2,0
22,152,2,0
22,140,2,0
22,295,1,0
22,2336,1,0
22,191,1,0
22,2651,1,0
22,253,1,0
22,3134,1,0
22,703,1,0
22,29,1,0
22,2310,1,0
22,358,1,0
22,424,1,0
22,396,1,0
22,2255,1,0
22,593,1,0
22,33,1,0
22,43,1,0
22,205,1,0
22,41,1,0
22,487,1,0
22,166,1,0
22,347,1,0
22,330,1,0
22,80,1,0
22,110,1,0
22,259,1,0
22,1285,1,0
22,940,1,0
22,638,1,0
22,1744,1,0
22,2171,1,0
22,1301,1,0
22,949,1,0
22,255,1,0
22,2745,1,0
22,1258,1,0
22,1295,1,0
22,2159,1,0
22,156,1,0
22,1736,1,0
22,2817,1,0
22,67,1,0
22,346,1,0
22,1138,1,0
22,1638,1,0
22,933,1,0
22,2773,1,0
22,384,1,0
22,869,1,0
22,735,1,0
22,1278,1,0
22,2638,1,0
22,1218,1,0
22,2079,1,0
22,452,1,0
22,75,1,0
22,539,1,0
22,2119,1,0
22,613,1,0
22,7513,1,0
22,170,2,0
22,7600,3,1
22,7583,3,1
22,7579,3,1
22,7565,4,0
22,7483,4,0
22,7580,5,1
22,7535,5,0
22,7603,5,1
22,7593,5,1
22,7555,10,0
1082,23,8,0
440,23,6,0
437,23,6,0
656,23,6,0
1456,23,5,0
1416,23,5,0
119,23,5,0
129,23,5,0
236,23,5,0
503,23,5,0
54,23,5,0
500,23,5,0
844,23,5,0
389,23,4,0
932,23,4,0
470,23,4,0
1422,23,4,0
293,23,4,0
770,23,4,0
501,23,4,0
842,23,4,0
443,23,3,0
1220,23,3,0
1613,23,3,0
713,23,3,0
167,23,3,0
772,23,3,0
847,23,3,0
298,23,3,0
1400,23,3,0
1401,23,3,0
44,23,3,0
564,23,2,0
84,23,2,0
504,23,2,0
607,23,2,0
845,23,2,0
401,23,2,0
908,23,2,0
1911,23,2,0
710,23,2,0
99,23,2,0
1226,23,2,0
139,23,2,0
768,23,2,0
537,23,1,0
848,23,1,0
658,23,1,0
2443,23,1,0
2447,23,1,0
1402,23,1,0
1080,23,1,0
466,23,1,0
1078,23,1,0
1601,23,1,0
1398,23,1,0
2438,23,1,0
935,23,1,0
1087,23,1,0
512,23,1,0
40,23,1,0
23,129,10,0
23,469,7,0
23,656,6,0
23,437,5,0
23,844,5,0
23,1131,4,0
23,389,4,0
23,564,4,0
23,293,4,0
23,770,4,0
23,843,4,0
23,607,4,0
23,500,4,0
23,842,4,0
23,713,3,0
23,772,3,0
23,847,3,0
23,153,3,0
23,1400,3,0
23,1401,3,0
23,1613,2,0
23,1082,2,0
23,167,2,0
23,504,2,0
23,501,2,0
23,298,2,0
23,845,2,0
23,908,2,0
23,1911,2,0
23,99,2,0
23,108,2,0
23,1226,2,0
23,139,2,0
23,710,2,0
23,44,2,0
23,768,2,0
23,848,1,0
23,119,1,0
23,440,1,0
23,773,1,0
23,2443,1,0
23,2447,1,0
23,503,1,0
23,1402,1,0
23,138,1,0
23,401,1,0
23,1080,1,0
23,466,1,0
23,2441,1,0
23,1078,1,0
23,84,1,0
23,1601,1,0
23,1398,1,0
23,2438,1,0
23,935,1,0
23,1919,1,0
23,1087,1,0
23,512,1,0
23,40,1,0
34,24,6,0
26,24,6,0
205,24,5,0
63,24,5,0
88,24,5,0
47,24,5,0
7603,24,5,0
173,24,4,0
107,24,4,0
124,24,4,0
85,24,4,0
32,24,4,0
185,24,4,0
798,24,4,0
308,24,3,0
49,24,3,0
562,24,3,0
190,24,3,0
67,24,3,0
70,24,3,0
117,24,3,0
33,24,3,0
51,24,2,0
36,24,2,0
145,24,2,0
494,24,2,0
621,24,2,0
703,24,2,0
632,24,2,0
125,24,2,0
73,24,2,0
95,24,2,0
1029,24,2,0
159,24,2,0
177,24,2,0
25,24,2,0
201,24,2,0
31,24,2,0
44,24,2,0
42,24,2,0
485,24,2,0
371,24,1,0
72,24,1,0
154,24,1,0
241,24,1,0
191,24,1,0
3253,24,1,0
83,24,1,0
1856,24,1,0
818,24,1,0
6014,24,1,0
3147,24,1,0
7512,24,1,0
345,24,1,0
374,24,1,0
110,24,1,0
143,24,1,0
643,24,1,0
941,24,1,0
885,24,1,0
1351,24,1,0
166,24,1,0
90,24,1,0
62,24,1,0
7377,24,1,0
411,24,1,0
50,24,1,0
949,24,1,0
211,24,1,0
316,24,1,0
588,24,1,0
2147,24,1,0
77,24,1,0
1731,24,1,0
24,1691,10,0
24,63,6,0
24,32,6,0
24,308,5,0
24,34,5,0
24,145,5,0
24,88,5,0
24,124,5,0
24,70,5,0
24,47,5,0
24,185,5,0
24,85,4,0
24,31,4,0
24,484,3,0
24,269,3,0
24,49,3,0
24,173,3,0
24,125,3,0
24,107,3,0
24,51,3,0
24,67,3,0
24,25,3,0
24,33,3,0
24,949,3,0
24,122,2,0
24,412,2,0
24,36,2,0
24,494,2,0
24,621,2,0
24,5342,2,0
24,1029,2,0
24,95,2,0
24,159,2,0
24,29,2,0
24,201,2,0
24,50,2,0
24,42,2,0
24,98,1,0
24,288,1,0
24,371,1,0
24,708,1,0
24,94,1,0
24,72,1,0
24,241,1,0
24,250,1,0
24,93,1,0
24,191,1,0
24,249,1,0
24,229,1,0
24,126,1,0
24,7562,1,0
24,83,1,0
24,1856,1,0
24,168,1,0
24,134,1,0
24,3147,1,0
24,703,1,0
24,632,1,0
24,7512,1,0
24,345,1,0
24,374,1,0
24,110,1,0
24,143,1,0
24,643,1,0
24,941,1,0
24,73,1,0
24,885,1,0
24,1351,1,0
24,166,1,0
24,549,1,0
24,443,1,0
24,62,1,0
24,562,1,0
24,411,1,0
24,133,1,0
24,117,1,0
24,44,1,0
24,211,1,0
24,485,1,0
24,316,1,0
24,588,1,0
24,2147,1,0
24,77,1,0
24,1731,1,0
24,7565,1,0
24,7600,1,1
24,798,1,0
24,7377,5,0
24,190,5,0
24,7548,10,0
24,90,10,0
265,25,10,0
284,25,8,0
177,25,7,0
876,25,5,0
1326,25,5,0
52,25,5,0
95,25,3,0
31,25,3,0
696,25,3,0
249,25,3,0
1136,25,3,0
29,25,3,0
686,25,3,0
592,25,3,0
115,25,2,0
523,25,2,0
329,25,2,0
36,25,2,0
2280,25,2,0
53,25,2,0
33,25,2,0
62,25,2,0
124,25,2,0
332,25,2,0
228,25,2,0
1165,25,2,0
318,25,2,0
656,25,2,0
1787,25,2,0
60,25,2,0
32,25,2,0
133,25,2,0
799,25,2,0
145,25,2,0
90,25,2,0
663,25,1,0
7509,25,1,0
641,25,1,0
1830,25,1,0
1342,25,1,0
1336,25,1,0
1792,25,1,0
47,25,1,0
2308,25,1,0
7551,25,1,0
492,25,1,0
97,25,1,0
3082,25,1,0
396,25,1,0
395,25,1,0
140,25,1,0
7540,25,1,0
813,25,1,0
143,25,1,0
287,25,1,0
78,25,1,0
3043,25,1,0
370,25,1,0
7548,25,1,0
1340,25,1,0
1788,25,1,0
7553,25,1,0
2135,25,1,0
693,25,1,0
2980,25,1,0
172,25,1,0
122,25,1,0
166,25,1,0
7588,25,1,0
295,25,1,0
1776,25,1,0
266,25,1,0
43,25,1,0
37,25,1,0
190,25,1,0
801,25,1,0
187,25,1,0
804,25,1,0
7565,25,1,0
487,25,1,0
1764,25,1,0
2196,25,1,0
1031,25,1,0
1034,25,1,0
258,25,1,0
479,25,1,0
142,25,1,0
7593,25,1,0
949,25,1,0
1032,25,1,0
739,25,1,0
1492,25,1,0
25,265,8,0
25,284,8,0
25,52,5,0
25,31,3,0
25,696,3,0
25,249,3,0
25,29,3,0
25,801,3,0
25,686,3,0
25,592,3,0
25,145,3,0
25,95,2,0
25,329,2,0
25,2280,2,0
25,55,2,0
25,62,2,0
25,124,2,0
25,332,2,0
25,228,2,0
25,1165,2,0
25,523,2,0
25,318,2,0
25,876,2,0
25,1787,2,0
25,41,2,0
25,32,2,0
25,60,2,0
25,1326,2,0
25,133,2,0
25,115,1,0
25,663,1,0
25,701,1,0
25,7509,1,0
25,641,1,0
25,244,1,0
25,1830,1,0
25,1342,1,0
25,1336,1,0
25,1792,1,0
25,47,1,0
25,2308,1,0
25,7551,1,0
25,492,1,0
25,97,1,0
25,36,1,0
25,3082,1,0
25,396,1,0
25,395,1,0
25,3071,1,0
25,140,1,0
25,7540,1,0
25,813,1,0
25,143,1,0
25,33,1,0
25,287,1,0
25,78,1,0
25,3043,1,0
25,26,1,0
25,370,1,0
25,656,1,0
25,1340,1,0
25,1788,1,0
25,7553,1,0
25,1155,1,0
25,2135,1,0
25,693,1,0
25,2980,1,0
25,172,1,0
25,1136,1,0
25,122,1,0
25,166,1,0
25,7588,1,1
25,295,1,0
25,1776,1,0
25,266,1,0
25,43,1,0
25,37,1,0
25,593,1,0
25,187,1,0
25,804,1,0
25,7565,1,0
25,487,1,0
25,1764,1,0
25,2196,1,0
25,1031,1,0
25,799,1,0
25,1034,1,0
25,258,1,0
25,479,1,0
25,142,1,0
25,90,1,0
25,949,1,0
25,1032,1,0
25,739,1,0
25,1492,1,0
25,7548,1,0
25,177,1,0
25,7593,10,1
177,26,9,0
32,26,8,0
93,26,6,0
47,26,6,0
85,26,5,0
6257,26,4,0
67,26,4,0
111,26,3,0
7595,26,3,0
348,26,3,0
318,26,3,0
7603,26,3,0
613,26,3,0
212,26,3,0
34,26,2,0
191,26,2,0
51,26,2,0
112,26,2,0
27,26,2,0
190,26,2,0
7565,26,2,0
52,26,2,0
133,26,2,0
277,26,2,0
589,26,2,0
100,26,2,0
1294,26,2,0
1128,26,2,0
683,26,2,0
315,26,2,0
132,26,2,0
155,26,2,0
125,26,1,0
58,26,1,0
95,26,1,0
105,26,1,0
207,26,1,0
3304,26,1,0
245,26,1,0
173,26,1,0
266,26,1,0
73,26,1,0
1378,26,1,0
128,26,1,0
1876,26,1,0
2372,26,1,0
116,26,1,0
242,26,1,0
165,26,1,0
247,26,1,0
308,26,1,0
2650,26,1,0
248,26,1,0
391,26,1,0
172,26,1,0
229,26,1,0
494,26,1,0
6369,26,1,0
1568,26,1,0
1175,26,1,0
693,26,1,0
286,26,1,0
1059,26,1,0
333,26,1,0
295,26,1,0
244,26,1,0
199,26,1,0
748,26,1,0
88,26,1,0
373,26,1,0
331,26,1,0
330,26,1,0
187,26,1,0
2250,26,1,0
7443,26,1,0
62,26,1,0
170,26,1,0
83,26,1,0
684,26,1,0
1946,26,1,0
804,26,1,0
219,26,1,0
166,26,1,0
38,26,1,0
211,26,1,0
411,26,1,0
66,26,1,0
941,26,1,0
350,26,1,0
69,26,1,0
55,26,1,0
1309,26,1,0
798,26,1,0
157,26,1,0
386,26,1,0
70,26,1,0
1458,26,1,0
145,26,1,0
75,26,1,0
7457,26,1,0
632,26,1,0
485,26,1,0
777,26,1,0
39,26,1,0
142,26,1,0
409,26,1,0
33,26,1,0
1427,26,1,0
45,26,1,0
505,26,1,0
193,26,1,0
305,26,1,0
942,26,1,0
943,26,1,0
1137,26,1,0
1711,26,1,0
284,26,1,0
1021,26,1,0
231,26,1,0
2336,26,1,0
59,26,1,0
2358,26,3,0
7598,26,10,0
7602,26,10,0
26,279,10,0
26,88,10,0
26,29,9,0
26,93,8,0
26,47,6,0
26,242,5,0
26,112,5,0
26,308,4,0
26,2280,4,0
26,32,4,0
26,67,4,0
26,245,3,0
26,111,3,0
26,7514,3,0
26,27,3,0
26,166,3,0
26,33,3,0
26,190,3,0
26,348,3,0
26,52,3,0
26,485,3,0
26,211,3,0
26,49,2,0
26,116,2,0
26,191,2,0
26,262,2,0
26,7595,2,1
26,268,2,0
26,51,2,0
26,70,2,0
26,373,2,0
26,83,2,0
26,100,2,0
26,1138,2,0
26,318,2,0
26,933,2,0
26,1030,2,0
26,386,2,0
26,133,2,0
26,277,2,0
26,145,2,0
26,75,2,0
26,589,2,0
26,142,2,0
26,1294,2,0
26,1128,2,0
26,683,2,0
26,125,1,0
26,7516,1,0
26,207,1,0
26,3304,1,0
26,173,1,0
26,73,1,0
26,266,1,0
26,2389,1,0
26,128,1,0
26,1876,1,0
26,666,1,0
26,2372,1,0
26,247,1,0
26,2650,1,0
26,248,1,0
26,391,1,0
26,172,1,0
26,229,1,0
26,760,1,0
26,494,1,0
26,975,1,0
26,6369,1,0
26,1568,1,0
26,1175,1,0
26,286,1,0
26,1059,1,0
26,1035,1,0
26,333,1,0
26,295,1,0
26,244,1,0
26,199,1,0
26,330,1,0
26,62,1,0
26,5342,1,0
26,216,1,0
26,804,1,0
26,219,1,0
26,272,1,0
26,38,1,0
26,85,1,0
26,66,1,0
26,941,1,0
26,350,1,0
26,1501,1,0
26,69,1,0
26,55,1,0
26,1309,1,0
26,798,1,0
26,632,1,0
26,777,1,0
26,547,1,0
26,45,1,0
26,505,1,0
26,193,1,0
26,305,1,0
26,943,1,0
26,35,1,0
26,1137,1,0
26,1711,1,0
26,613,1,0
26,284,1,0
26,132,1,0
26,1021,1,0
26,231,1,0
26,155,1,0
26,7579,2,1
26,7578,10,1
26,177,10,0
26,7604,10,1
26,7602,10,1
26,816,10,0
26,7603,10,1
56,27,10,0
754,27,10,0
7595,27,6,0
267,27,6,0
125,27,5,0
2328,27,5,0
333,27,5,0
517,27,5,0
36,27,4,0
199,27,4,0
973,27,4,0
123,27,4,0
222,27,3,0
34,27,3,0
58,27,3,0
6736,27,3,0
103,27,3,0
29,27,3,0
591,27,3,0
645,27,3,0
1362,27,3,0
1179,27,3,0
105,27,2,0
81,27,2,0
2387,27,2,0
290,27,2,0
877,27,2,0
557,27,2,0
371,27,2,0
47,27,2,0
2336,27,2,0
88,27,2,0
2330,27,2,0
7431,27,2,0
519,27,2,0
937,27,2,0
321,27,1,0
1127,27,1,0
280,27,1,0
7591,27,1,0
2418,27,1,0
118,27,1,0
104,27,1,0
706,27,1,0
82,27,1,0
825,27,1,0
617,27,1,0
87,27,1,0
702,27,1,0
1772,27,1,0
7585,27,1,0
336,27,1,0
1130,27,1,0
6667,27,1,0
1566,27,1,0
110,27,1,0
6317,27,1,0
172,27,1,0
3074,27,1,0
6290,27,1,0
585,27,1,0
253,27,1,0
1187,27,1,0
886,27,1,0
96,27,1,0
6131,27,1,0
92,27,1,0
67,27,1,0
3166,27,1,0
1055,27,1,0
3156,27,1,0
142,27,1,0
177,27,1,0
3145,27,1,0
7554,27,1,0
3134,27,1,0
641,27,1,0
1346,27,1,0
492,27,1,0
30,27,1,0
27,56,10,0
27,754,8,0
27,267,6,0
27,333,5,0
27,36,4,0
27,199,4,0
27,123,4,0
27,222,3,0
27,103,3,0
27,591,3,0
27,645,3,0
27,973,3,0
27,125,3,0
27,34,2,0
27,58,2,0
27,105,2,0
27,81,2,0
27,290,2,0
27,877,2,0
27,110,2,0
27,29,2,0
27,371,2,0
27,47,2,0
27,88,2,0
27,519,2,0
27,1179,2,0
27,321,1,0
27,1127,1,0
27,280,1,0
27,2418,1,0
27,118,1,0
27,104,1,0
27,706,1,0
27,82,1,0
27,825,1,0
27,617,1,0
27,87,1,0
27,702,1,0
27,336,1,0
27,172,1,0
27,585,1,0
27,557,1,0
27,253,1,0
27,1187,1,0
27,886,1,0
27,96,1,0
27,92,1,0
27,67,1,0
27,2336,1,0
27,1055,1,0
27,1362,1,0
27,142,1,0
27,177,1,0
27,641,1,0
27,492,1,0
27,30,1,0
314,28,10,0
1458,28,10,0
254,28,10,0
327,28,10,0
89,28,10,0
1249,28,10,0
195,28,10,0
726,28,10,0
130,28,10,0
37,28,5,0
1455,28,5,0
2602,28,5,0
76,28,5,0
1674,28,5,0
7564,28,4,0
275,28,3,0
406,28,3,0
2028,28,3,0
2022,28,3,0
489,28,2,0
7561,28,2,0
1450,28,2,0
2031,28,2,0
7394,28,2,0
1255,28,2,0
102,28,2,0
955,28,1,0
485,28,1,0
7328,28,1,0
132,28,1,0
671,28,1,0
1267,28,1,0
2064,28,1,0
677,28,1,0
322,28,1,0
1120,28,1,0
2620,28,1,0
401,28,1,0
931,28,1,0
857,28,1,0
670,28,1,0
1237,28,1,0
1117,28,1,0
2604,28,1,0
408,28,1,0
1449,28,1,0
2029,28,1,0
675,28,1,0
580,28,1,0
2585,28,1,0
50,28,1,0
514,28,1,0
1007,28,1,0
28,314,10,0
28,195,10,0
28,37,5,0
28,130,5,0
28,1455,3,0
28,406,3,0
28,7564,3,0
28,1674,3,0
28,1255,3,0
28,102,3,0
28,7328,2,0
28,327,2,0
28,670,2,0
28,1117,2,0
28,1450,2,0
28,275,2,0
28,2028,2,0
28,2031,2,0
28,2022,2,0
28,489,1,0
28,80,1,0
28,955,1,0
28,485,1,0
28,132,1,0
28,2064,1,0
28,931,1,0
28,857,1,0
28,89,1,0
28,1249,1,0
28,2602,1,0
28,2604,1,0
28,76,1,0
28,408,1,0
28,1449,1,0
28,2029,1,0
28,675,1,0
28,580,1,0
28,2585,1,0
28,50,1,0
28,514,1,0
28,7394,1,0
28,726,1,0
28,1007,1,0
28,7561,10,0
208,29,5,0
178,29,5,0
125,29,4,0
207,29,4,0
34,29,4,0
242,29,4,0
123,29,4,0
124,29,4,0
43,29,4,0
177,29,4,0
2385,29,3,0
83,29,3,0
32,29,3,0
85,29,3,0
106,29,3,0
249,29,2,0
280,29,2,0
222,29,2,0
155,29,2,0
158,29,2,0
491,29,2,0
201,29,2,0
102,29,2,0
1188,29,2,0
111,29,2,0
95,29,2,0
684,29,2,0
228,29,2,0
747,29,2,0
116,29,2,0
1046,29,2,0
122,29,2,0
319,29,2,0
411,29,2,0
110,29,2,0
360,29,2,0
58,29,1,0
88,29,1,0
526,29,1,0
173,29,1,0
496,29,1,0
983,29,1,0
981,29,1,0
3264,29,1,0
174,29,1,0
509,29,1,0
7595,29,1,0
63,29,1,0
1797,29,1,0
1159,29,1,0
373,29,1,0
33,29,1,0
278,29,1,0
1056,29,1,0
885,29,1,0
53,29,1,0
113,29,1,0
287,29,1,0
5342,29,1,0
89,29,1,0
154,29,1,0
1794,29,1,0
7512,29,1,0
787,29,1,0
136,29,1,0
7426,29,1,0
960,29,1,0
614,29,1,0
205,29,1,0
142,29,1,0
1149,29,1,0
135,29,1,0
29,242,5,0
29,208,5,0
29,83,4,0
29,43,4,0
29,123,3,0
29,124,3,0
29,222,2,0
29,32,2,0
29,155,2,0
29,2385,2,0
29,1188,2,0
29,278,2,0
29,684,2,0
29,228,2,0
29,747,2,0
29,178,2,0
29,116,2,0
29,122,2,0
29,411,2,0
29,496,1,0
29,207,1,0
29,158,1,0
29,983,1,0
29,981,1,0
29,3264,1,0
29,174,1,0
29,509,1,0
29,201,1,0
29,102,1,0
29,7595,1,1
29,373,1,0
29,111,1,0
29,33,1,0
29,1056,1,0
29,885,1,0
29,95,1,0
29,113,1,0
29,287,1,0
29,89,1,0
29,1794,1,0
29,7512,1,0
29,787,1,0
29,136,1,0
29,7426,1,0
29,1046,1,0
29,960,1,0
29,614,1,0
29,319,1,0
29,205,1,0
29,85,1,0
29,142,1,0
29,110,1,0
29,360,1,0
29,1149,1,0
29,177,4,0
244,30,10,0
124,30,6,0
308,30,5,0
572,30,5,0
320,30,5,0
172,30,5,0
319,30,5,0
1195,30,4,0
1517,30,4,0
7380,30,3,0
111,30,3,0
7595,30,3,0
116,30,3,0
5342,30,3,0
114,30,2,0
1589,30,2,0
1197,30,2,0
1043,30,2,0
882,30,2,0
1063,30,2,0
56,30,2,0
112,30,2,0
2256,30,2,0
197,30,2,0
266,30,2,0
487,30,2,0
689,30,2,0
412,30,2,0
42,30,2,0
58,30,1,0
179,30,1,0
173,30,1,0
96,30,1,0
7516,30,1,0
1421,30,1,0
123,30,1,0
1691,30,1,0
345,30,1,0
757,30,1,0
3191,30,1,0
3164,30,1,0
207,30,1,0
1840,30,1,0
1184,30,1,0
1552,30,1,0
431,30,1,0
1059,30,1,0
1732,30,1,0
296,30,1,0
227,30,1,0
103,30,1,0
1540,30,1,0
703,30,1,0
3100,30,1,0
748,30,1,0
3080,30,1,0
1346,30,1,0
1796,30,1,0
36,30,1,0
1342,30,1,0
750,30,1,0
627,30,1,0
136,30,1,0
162,30,1,0
964,30,1,0
198,30,1,0
523,30,1,0
177,30,1,0
1513,30,1,0
370,30,1,0
876,30,1,0
278,30,1,0
43,30,1,0
2970,30,1,0
1336,30,1,0
686,30,1,0
456,30,1,0
2972,30,1,0
33,30,1,0
90,30,1,0
145,30,1,0
30,188,10,0
30,95,10,0
30,345,10,0
30,308,8,0
30,320,5,0
30,172,5,0
30,319,5,0
30,572,4,0
30,318,3,0
30,1197,3,0
30,124,3,0
30,116,3,0
30,197,3,0
30,245,2,0
30,1195,2,0
30,597,2,0
30,56,2,0
30,750,2,0
30,112,2,0
30,2256,2,0
30,145,2,0
30,278,2,0
30,266,2,0
30,5342,2,0
30,487,2,0
30,689,2,0
30,42,2,0
30,47,1,0
30,173,1,0
30,1589,1,0
30,1043,1,0
30,7516,1,0
30,1421,1,0
30,123,1,0
30,31,1,0
30,111,1,0
30,82,1,0
30,1691,1,0
30,757,1,0
30,1063,1,0
30,3191,1,0
30,114,1,0
30,244,1,0
30,3164,1,0
30,207,1,0
30,1840,1,0
30,1184,1,0
30,1552,1,0
30,431,1,0
30,1059,1,0
30,1732,1,0
30,643,1,0
30,103,1,0
30,1540,1,0
30,703,1,0
30,5679,1,0
30,3100,1,0
30,32,1,0
30,748,1,0
30,3080,1,0
30,53,1,0
30,1346,1,0
30,1796,1,0
30,36,1,0
30,1342,1,0
30,882,1,0
30,228,1,0
30,627,1,0
30,136,1,0
30,162,1,0
30,964,1,0
30,198,1,0
30,523,1,0
30,1513,1,0
30,370,1,0
30,876,1,0
30,43,1,0
30,41,1,0
30,2970,1,0
30,1336,1,0
30,159,1,0
30,456,1,0
30,2972,1,0
30,412,1,0
30,33,1,0
30,90,1,0
30,7558,1,0
30,686,1,0
30,1517,1,0
30,7391,5,0
30,7380,5,0
30,177,5,0
30,7595,6,1
30,7565,10,0
30,7341,10,0
30,7421,10,0
30,623,10,0
30,7579,10,1
30,314,10,0
30,7432,10,0
30,1103,10,0
30,256,10,0
30,142,10,0
30,285,10,0
30,119,10,0
30,7600,10,1
30,7604,10,1
30,296,10,0
30,7603,10,1
30,5533,10,0
30,7517,10,0
30,7536,10,0
92,31,10,0
429,31,9,0
401,31,6,0
105,31,5,0
642,31,5,0
37,31,5,0
174,31,4,0
185,31,3,0
36,31,3,0
1134,31,3,0
47,31,3,0
45,31,3,0
87,31,2,0
85,31,2,0
412,31,2,0
59,31,2,0
154,31,2,0
95,31,2,0
7590,31,2,0
962,31,2,0
1040,31,2,0
146,31,2,0
42,31,2,0
131,31,2,0
58,31,1,0
96,31,1,0
286,31,1,0
49,31,1,0
136,31,1,0
1569,31,1,0
250,31,1,0
345,31,1,0
700,31,1,0
166,31,1,0
2977,31,1,0
278,31,1,0
97,31,1,0
137,31,1,0
306,31,1,0
319,31,1,0
177,31,1,0
219,31,1,0
1146,31,1,0
161,31,1,0
1736,31,1,0
779,31,1,0
140,31,1,0
108,31,1,0
109,31,1,0
566,31,1,0
379,31,1,0
2336,31,1,0
82,31,1,0
222,31,1,0
31,188,7,0
31,105,5,0
31,429,5,0
31,45,5,0
31,59,3,0
31,92,3,0
31,47,3,0
31,401,3,0
31,36,2,0
31,136,2,0
31,174,2,0
31,154,2,0
31,642,2,0
31,42,2,0
31,779,2,0
31,65,2,0
31,37,2,0
31,96,1,0
31,286,1,0
31,1569,1,0
31,95,1,0
31,250,1,0
31,345,1,0
31,700,1,0
31,7590,1,1
31,962,1,0
31,2977,1,0
31,1040,1,0
31,219,1,0
31,1134,1,0
31,1146,1,0
31,146,1,0
31,161,1,0
31,140,1,0
31,109,1,0
31,566,1,0
31,379,1,0
31,177,10,0
43,32,10,0
124,32,9,0
177,32,7,0
105,32,5,0
